epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,2670.65,1.5551,1.45227,1.80895,1.32121,0.35415,0.40148,0.30761,0.12434,0.41282,0.44581,0.38179,0.13828,1.83484,1.50621,1.94866,1.51493,8.0992e-05,8.0992e-05,8.0992e-05
98,2698.12,1.54319,1.43912,1.79497,1.30224,0.33718,0.41379,0.29895,0.12235,0.40427,0.45799,0.38459,0.13664,1.8412,1.50317,1.9434,1.51405,8.0794e-05,8.0794e-05,8.0794e-05
99,2725.57,1.57737,1.44027,1.85565,1.32649,0.32582,0.44089,0.30355,0.11804,0.38541,0.46305,0.38414,0.13245,1.84715,1.50752,1.95225,1.53726,8.0596e-05,8.0596e-05,8.0596e-05
100,2752.98,1.54339,1.46627,1.80925,1.31706,0.34875,0.4532,0.31224,0.11896,0.39109,0.4825,0.39092,0.13383,1.86801,1.50717,1.95506,1.54598,8.0398e-05,8.0398e-05,8.0398e-05
101,2780.24,1.50566,1.40807,1.73464,1.29174,0.33596,0.42611,0.31027,0.12275,0.41603,0.44395,0.38824,0.13863,1.84994,1.50378,1.93921,1.5338,8.02e-05,8.02e-05,8.02e-05
102,2807.52,1.52064,1.40799,1.73669,1.29148,0.34971,0.41379,0.31223,0.12135,0.39343,0.46552,0.39684,0.13774,1.83816,1.50378,1.9393,1.53256,8.0002e-05,8.0002e-05,8.0002e-05
103,2834.78,1.55932,1.4623,1.77138,1.32392,0.35085,0.40887,0.30706,0.11804,0.39798,0.43596,0.38875,0.13509,1.85712,1.50398,1.94878,1.54671,7.9804e-05,7.9804e-05,7.9804e-05
104,2862.29,1.54406,1.42531,1.75491,1.30324,0.38023,0.37685,0.31717,0.12616,0.41992,0.45813,0.41197,0.14364,1.8448,1.50092,1.93354,1.5268,7.9606e-05,7.9606e-05,7.9606e-05
105,2889.91,1.52352,1.419,1.79668,1.30128,0.35161,0.40887,0.30486,0.11786,0.38963,0.46059,0.38778,0.13519,1.8584,1.49228,1.94035,1.55077,7.9408e-05,7.9408e-05,7.9408e-05
106,2917.2,1.55174,1.45312,1.76484,1.30625,0.35135,0.42365,0.30326,0.11869,0.38137,0.46305,0.37979,0.13326,1.84667,1.50186,1.93824,1.53136,7.921e-05,7.921e-05,7.921e-05
107,2944.49,1.51787,1.43409,1.74191,1.28326,0.3329,0.4335,0.30866,0.12338,0.4021,0.45221,0.39749,0.13836,1.85282,1.4974,1.91825,1.5325,7.9012e-05,7.9012e-05,7.9012e-05
108,2971.8,1.53226,1.42933,1.74306,1.29938,0.33398,0.45074,0.3011,0.11795,0.38005,0.49678,0.39463,0.13556,1.85794,1.49561,1.92296,1.54692,7.8814e-05,7.8814e-05,7.8814e-05
109,2999.19,1.52738,1.44361,1.74846,1.29692,0.38115,0.40394,0.30376,0.11959,0.42437,0.45567,0.39346,0.13466,1.85277,1.4968,1.93388,1.54372,7.8616e-05,7.8616e-05,7.8616e-05
110,3026.48,1.51394,1.37847,1.70202,1.27943,0.35584,0.43842,0.31079,0.12409,0.40995,0.47291,0.40075,0.13868,1.84347,1.49583,1.92433,1.53231,7.8418e-05,7.8418e-05,7.8418e-05
111,3053.76,1.50254,1.40981,1.72158,1.28809,0.36031,0.44089,0.31988,0.12471,0.4174,0.46305,0.40356,0.13938,1.846,1.49607,1.91658,1.53581,7.822e-05,7.822e-05,7.822e-05
112,3081.1,1.50689,1.40935,1.71632,1.28142,0.3722,0.40148,0.31784,0.12614,0.43677,0.44335,0.41129,0.14028,1.84911,1.4956,1.91227,1.52081,7.8022e-05,7.8022e-05,7.8022e-05
113,3108.43,1.51783,1.42414,1.7055,1.27732,0.38406,0.40148,0.32572,0.12604,0.4359,0.45567,0.40845,0.14197,1.84862,1.4985,1.91224,1.52957,7.7824e-05,7.7824e-05,7.7824e-05
114,3135.91,1.50541,1.41654,1.72577,1.27904,0.38787,0.40422,0.32359,0.12387,0.4264,0.46552,0.40317,0.14194,1.85209,1.49609,1.90348,1.53153,7.7626e-05,7.7626e-05,7.7626e-05
115,3163.28,1.49806,1.40982,1.70459,1.27513,0.36778,0.41379,0.32825,0.12942,0.41375,0.46552,0.41084,0.14317,1.86078,1.50102,1.88671,1.53572,7.7428e-05,7.7428e-05,7.7428e-05
116,3190.8,1.51141,1.41312,1.71991,1.27306,0.34888,0.46798,0.32464,0.12872,0.39391,0.50744,0.40162,0.14042,1.85572,1.50287,1.90222,1.53322,7.723e-05,7.723e-05,7.723e-05
117,3218.04,1.48405,1.41211,1.69585,1.26679,0.36959,0.45074,0.32091,0.1268,0.42389,0.5,0.40887,0.14101,1.86391,1.50191,1.90431,1.52915,7.7032e-05,7.7032e-05,7.7032e-05
